-940.0944427875891,-676.390092021322,1573.9358157989923
-1484.5472389996555,-1071.3487269437496,2487.0203654424026
-1758.946884642665,-1271.0068149638832,2948.3466461631747
-1030.1003308839283,-744.2028530705468,1725.257202769127
-1576.9348013054096,-1141.1262548826194,2642.6205901204667
-1707.581444853385,-1222.064273420913,2846.541857806839
-1462.9177127315875,-1052.965545060708,2443.9203001660803
-937.0318425916008,-678.4248035160967,1567.488577395982
-1736.0556488342565,-1258.0740749296779,2908.7904626039713
-1737.6082957587607,-1259.2251395173755,2911.4004410664747
-1922.4425458083558,-1395.9479752064149,3217.3735372656442
-1316.981208029374,-955.8844402981085,2205.636088131985
-1318.9760729358788,-957.3105512728404,2208.9223890971216
-1905.763923127267,-1361.5675004795714,3166.0397682569487
-1177.29889880786,-844.1303664720521,1958.823467725753
-1743.8270180741322,-1252.4028393354795,2903.691469828202
-1923.0627352133124,-1386.1766050924734,3207.806209983303
-1073.0339857384472,-772.4753566815122,1789.769202376681
-1554.0483299071705,-1119.0347603155224,2588.8402880246326
-1179.0358970048678,-853.4109736000262,1969.6996440867995
-768.9270977399656,-556.3678601836796,1284.766361473157
-1265.7983262371563,-915.9027544740308,2114.9401523340707
-1457.02982378723,-1056.0199171304346,2431.912641890513
-1323.4709144556855,-960.7481877393295,2213.6645545662436
-1561.0029167971268,-1133.9077425850633,2608.9233098092514
-1176.9891752840588,-856.4076148530661,1969.3782591551858
-1906.2944366987558,-1387.5147046577206,3188.864304467876
-1821.5027055862836,-1326.369758871077,3046.0253319004983
-1306.1478750629938,-930.5557068918696,2162.683171243266
-1311.9870055430176,-934.7378473561266,2172.359932182767
-1612.4611930429369,-1148.7669218798842,2669.7862237548247
-649.0304302847811,-463.1636047374564,1076.7019028751502
-1832.2923129203714,-1310.9722596679858,3038.546185405181
-536.7725900699159,-384.04789517887633,890.1289490618135
-379.73024994908695,-274.17396855796795,631.917647604287
-1246.0891319036791,-899.6953996277707,2073.5939409367493
-720.7582009284052,-518.898970419444,1198.0620417119874
-1748.7284988942072,-1266.8249002156463,2915.57194785406
-1738.0776670631615,-1259.0508773962747,2897.73188819914
-1431.6318712478753,-1036.0099496057082,2385.650384379594
-1132.3012841356408,-819.2320734903399,1887.7729900121808
-1290.5158591925583,-938.5034954186915,2155.275431771859
-1115.3273293634027,-811.0717517579175,1862.640815270598
-1106.2417263417967,-803.8883124183185,1847.6896068890728
-1353.6735895931774,-981.4089596676267,2257.3527851933927
-1559.449257269652,-1132.6839560975664,2603.4182293697263
-1373.0928633463373,-999.068383098716,2293.444628618903
-1028.793151226995,-731.1106438717801,1698.7035280564064
-1818.5531011155388,-1291.3397101018973,3004.2817420671513
-1605.3160927933336,-1141.3009933780331,2652.0002134505908
-1537.9660455294718,-1098.7252354063228,2546.0166065162052
-1839.6463155191884,-1314.7402944778285,3043.388431942922
-1842.1459040659556,-1316.50433232645,3047.4298807472437
-1609.733619866275,-1154.2852190495246,2666.3254134117205
-1864.6118877901888,-1336.1215944720968,3091.341463971288
-491.6665511773818,-352.0840905537932,813.7639458654781
-1839.8706326797108,-1314.9481505878005,3043.962865918907
-1399.8772357824048,-1006.1806091423639,2320.647701639626
-1299.173364298195,-933.7412609715872,2153.629515160976
-1912.5363893733895,-1375.97035556391,3171.9882055776498
-856.01698359943,-615.4942281185845,1421.381725514417
-1609.572668381873,-1155.5306831712103,2667.02062120766
-1873.5254518537047,-1347.9546347299686,3111.915097469447
-1246.8654724474022,-895.8588015364265,2068.174346308023
-1282.3617033952182,-922.8645756723142,2128.8027448871444
